Make,AccidentArea,MonthClaimed,WeekOfMonthClaimed,Sex,MaritalStatus,Age,Fault,PolicyType,VehicleCategory,VehiclePrice,FraudFound_P,RepNumber,Deductible,DriverRating,Days_Policy_Accident,Days_Policy_Claim,PastNumberOfClaims,AgeOfVehicle,AgeOfPolicyHolder,PoliceReportFiled,WitnessPresent,AgentType,NumberOfSuppliments,AddressChange_Claim,NumberOfCars,BasePolicy
Honda,Urban,Dec,4,Male,Single,61,Third Party,Sedan - All Perils,Sedan,more than 69000,0,15,400,3,more than 30,more than 30,none,new,51 to 65,No,No,External,none,no change,1 vehicle,All Perils
Pontiac,Urban,Feb,1,Female,Married,48,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,8,400,3,more than 30,more than 30,2 to 4,7 years,41 to 50,No,No,External,1 to 2,no change,3 to 4,Collision
Toyota,Urban,Mar,4,Male,Married,29,Third Party,Sedan - All Perils,Sedan,30000 to 39000,0,13,400,1,none,15 to 30,2 to 4,6 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,All Perils
Chevrolet,Urban,Jan,4,Male,Single,28,Policy Holder,Sedan - Collision,Sedan,more than 69000,0,1,400,3,more than 30,more than 30,2 to 4,5 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,Collision
Pontiac,Urban,Jan,5,Male,Married,39,Policy Holder,Utility - Liability,Utility,40000 to 59000,0,3,400,1,more than 30,more than 30,more than 4,7 years,36 to 40,No,No,External,1 to 2,no change,1 vehicle,Liability
Pontiac,Urban,Mar,3,Male,Single,65,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,14,400,1,more than 30,more than 30,1,more than 7,51 to 65,No,No,External,1 to 2,no change,1 vehicle,Liability
Honda,Urban,Mar,3,Female,Married,26,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,2,400,3,more than 30,more than 30,more than 4,4 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,Liability
Mazda,Urban,Feb,5,Male,Married,48,Third Party,Sedan - Liability,Sport,20000 to 29000,0,5,700,1,more than 30,more than 30,1,more than 7,41 to 50,No,No,External,none,no change,1 vehicle,Liability
Toyota,Urban,Apr,2,Male,Married,44,Third Party,Sedan - All Perils,Sedan,less than 20000,0,11,400,2,more than 30,more than 30,none,more than 7,36 to 40,No,No,External,3 to 5,4 to 8 years,2 vehicles,All Perils
Chevrolet,Urban,Apr,1,Male,Married,40,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,15,400,4,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,3 to 5,no change,1 vehicle,Collision
Mazda,Urban,May,1,Male,Married,42,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,15,400,2,more than 30,more than 30,none,7 years,36 to 40,No,No,External,3 to 5,no change,1 vehicle,Collision
Pontiac,Urban,May,1,Male,Married,28,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,0,5,400,3,more than 30,more than 30,none,7 years,31 to 35,No,No,External,none,no change,1 vehicle,Collision
Toyota,Rural,Apr,3,Male,Single,27,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,6,400,1,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,Liability
Toyota,Urban,Jul,4,Male,Single,21,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,1,400,1,more than 30,more than 30,2 to 4,4 years,26 to 30,No,No,External,none,no change,1 vehicle,Collision
Toyota,Urban,Jun,3,Male,Married,37,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,0,2,400,3,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,1 to 2,no change,1 vehicle,All Perils
Mazda,Rural,Sep,2,Male,Single,24,Third Party,Sport - Collision,Sport,more than 69000,0,11,400,1,more than 30,more than 30,2 to 4,5 years,26 to 30,No,No,External,none,no change,1 vehicle,Collision
Chevrolet,Urban,Mar,3,Male,Married,31,Policy Holder,Sedan - All Perils,Sedan,more than 69000,0,3,400,3,more than 30,more than 30,1,6 years,31 to 35,No,No,External,none,no change,1 vehicle,All Perils
Pontiac,Urban,Mar,2,Male,Married,54,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,13,400,4,more than 30,more than 30,more than 4,more than 7,41 to 50,No,No,External,3 to 5,no change,1 vehicle,Liability
Accura,Urban,Mar,2,Female,Married,55,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,11,400,1,more than 30,more than 30,2 to 4,7 years,41 to 50,No,No,External,none,no change,1 vehicle,Liability
Accura,Urban,Mar,3,Male,Married,65,Policy Holder,Utility - All Perils,Utility,more than 69000,1,13,400,1,more than 30,more than 30,none,7 years,51 to 65,No,No,External,none,no change,1 vehicle,All Perils
Chevrolet,Urban,Mar,2,Male,Married,48,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,14,400,2,more than 30,more than 30,more than 4,7 years,41 to 50,No,No,External,3 to 5,no change,1 vehicle,Liability
Honda,Urban,Apr,4,Male,Married,31,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,6,400,2,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,Liability
Honda,Urban,Apr,1,Male,Single,29,Policy Holder,Sedan - All Perils,Sedan,less than 20000,0,8,400,4,more than 30,more than 30,2 to 4,6 years,31 to 35,Yes,No,External,none,no change,1 vehicle,All Perils
Honda,Urban,Feb,4,Male,Single,31,Third Party,Sedan - All Perils,Sedan,20000 to 29000,0,6,400,3,more than 30,more than 30,1,6 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,All Perils
Honda,Urban,Feb,2,Male,Single,22,Policy Holder,Sport - Collision,Sport,more than 69000,0,8,400,3,more than 30,more than 30,none,5 years,26 to 30,No,No,External,none,no change,1 vehicle,Collision
Honda,Urban,Feb,2,Male,Married,50,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,6,400,3,more than 30,more than 30,none,more than 7,41 to 50,No,No,External,more than 5,no change,1 vehicle,Liability
Honda,Urban,Feb,2,Female,Single,31,Third Party,Sedan - Liability,Sport,20000 to 29000,0,9,400,1,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,none,no change,1 vehicle,Liability
Mazda,Urban,Apr,3,Male,Single,41,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,10,400,2,more than 30,more than 30,1,7 years,36 to 40,No,No,External,none,no change,1 vehicle,Collision
Pontiac,Urban,May,3,Male,Married,43,Third Party,Sedan - All Perils,Sedan,20000 to 29000,0,12,400,2,more than 30,more than 30,none,more than 7,36 to 40,No,No,External,none,no change,1 vehicle,All Perils
Pontiac,Rural,May,2,Male,Single,32,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,15,400,4,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,none,4 to 8 years,2 vehicles,Collision
Chevrolet,Urban,May,2,Male,Married,39,Policy Holder,Utility - All Perils,Utility,more than 69000,0,9,400,4,more than 30,more than 30,2 to 4,5 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,All Perils
Honda,Urban,Apr,4,Male,Single,0,Policy Holder,Sedan - Liability,Sport,more than 69000,0,9,400,1,more than 30,more than 30,1,new,16 to 17,No,No,External,none,no change,1 vehicle,Liability
Chevrolet,Rural,Jun,3,Male,Married,41,Third Party,Sedan - Collision,Sedan,more than 69000,1,10,500,4,more than 30,more than 30,none,7 years,36 to 40,No,No,External,1 to 2,2 to 3 years,1 vehicle,Collision
Pontiac,Urban,Mar,3,Male,Married,55,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,1,9,400,4,more than 30,more than 30,2 to 4,6 years,41 to 50,No,No,External,more than 5,no change,1 vehicle,Collision
Chevrolet,Urban,Mar,3,Male,Single,33,Third Party,Sedan - All Perils,Sedan,more than 69000,0,12,400,3,more than 30,more than 30,1,6 years,31 to 35,No,No,External,3 to 5,no change,1 vehicle,All Perils
Toyota,Urban,Jul,4,Male,Married,37,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,0,6,400,4,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,Collision
Chevrolet,Urban,Jul,3,Male,Married,41,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,6,400,3,more than 30,more than 30,more than 4,5 years,36 to 40,No,No,External,none,no change,1 vehicle,Liability
Pontiac,Urban,Jul,2,Male,Single,34,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,15,400,3,more than 30,more than 30,1,6 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,Liability
Toyota,Urban,Sep,1,Male,Married,43,Policy Holder,Sedan - Collision,Sedan,more than 69000,0,7,700,1,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,none,no change,1 vehicle,Collision
Honda,Urban,Aug,2,Male,Married,62,Third Party,Sedan - All Perils,Sedan,20000 to 29000,0,1,400,4,more than 30,more than 30,2 to 4,more than 7,51 to 65,No,No,External,1 to 2,no change,1 vehicle,All Perils
Toyota,Urban,Oct,3,Female,Single,35,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,8,400,3,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,Collision
Toyota,Urban,Nov,5,Male,Married,48,Policy Holder,Sedan - All Perils,Sedan,less than 20000,0,6,400,4,more than 30,more than 30,1,more than 7,41 to 50,No,No,External,none,no change,1 vehicle,All Perils
Pontiac,Rural,Feb,4,Male,Married,36,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,0,2,400,2,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,none,no change,3 to 4,Collision
Mazda,Urban,Mar,1,Male,Married,39,Third Party,Sedan - Collision,Sedan,30000 to 39000,0,4,400,1,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,Collision
Dodge,Urban,Feb,4,Male,Single,28,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,0,14,400,1,more than 30,more than 30,more than 4,6 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,Collision
Toyota,Urban,Apr,1,Male,Married,49,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,7,400,4,more than 30,more than 30,2 to 4,more than 7,41 to 50,No,No,External,none,no change,1 vehicle,Liability
VW,Urban,Apr,4,Male,Single,61,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,5,400,2,more than 30,more than 30,more than 4,more than 7,51 to 65,No,No,External,none,no change,1 vehicle,Liability
Pontiac,Urban,Apr,3,Male,Married,50,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,0,4,400,2,more than 30,more than 30,none,more than 7,41 to 50,No,No,External,3 to 5,no change,1 vehicle,All Perils
Honda,Urban,Apr,3,Male,Married,53,Policy Holder,Sedan - Liability,Sport,40000 to 59000,0,8,400,3,15 to 30,15 to 30,none,more than 7,41 to 50,No,No,External,none,no change,1 vehicle,Liability
VW,Urban,May,2,Male,Married,43,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,14,400,4,more than 30,more than 30,1,more than 7,36 to 40,No,No,External,more than 5,no change,1 vehicle,Collision
Honda,Urban,Jun,3,Male,Single,31,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,14,400,1,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,1 to 2,4 to 8 years,2 vehicles,Liability
Pontiac,Urban,Jun,4,Male,Married,50,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,15,400,3,more than 30,more than 30,2 to 4,more than 7,41 to 50,No,No,External,more than 5,no change,1 vehicle,Liability
VW,Urban,Jul,2,Male,Married,44,Policy Holder,Sedan - Collision,Sedan,40000 to 59000,0,5,400,4,more than 30,more than 30,none,more than 7,36 to 40,No,No,External,more than 5,no change,1 vehicle,Collision
Toyota,Urban,Jul,2,Male,Married,76,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,3,400,3,more than 30,more than 30,1,more than 7,over 65,No,No,External,none,no change,1 vehicle,Collision
Mazda,Urban,Sep,2,Male,Married,31,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,14,400,3,more than 30,more than 30,none,6 years,31 to 35,No,No,External,3 to 5,no change,1 vehicle,Liability
Toyota,Urban,Nov,2,Male,Married,42,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,1,400,1,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,1 to 2,no change,1 vehicle,Collision
Toyota,Urban,Nov,4,Male,Married,40,Policy Holder,Sedan - Collision,Sedan,less than 20000,0,3,400,2,more than 30,more than 30,none,7 years,36 to 40,No,No,External,none,no change,1 vehicle,Collision
Toyota,Urban,Mar,4,Male,Married,32,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,1,12,400,2,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,none,no change,1 vehicle,Collision
Mazda,Urban,Sep,4,Female,Married,59,Policy Holder,Sedan - Collision,Sedan,less than 20000,0,13,400,2,more than 30,more than 30,1,6 years,51 to 65,No,No,External,none,no change,1 vehicle,Collision
Toyota,Rural,Jun,1,Female,Single,31,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,11,400,1,more than 30,more than 30,more than 4,6 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,Liability
Toyota,Rural,May,5,Male,Married,49,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,9,400,3,more than 30,more than 30,2 to 4,more than 7,41 to 50,No,No,External,more than 5,no change,1 vehicle,Collision
Pontiac,Urban,Jun,4,Male,Married,65,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,0,8,400,4,more than 30,more than 30,none,more than 7,51 to 65,No,No,External,1 to 2,no change,1 vehicle,Collision
Pontiac,Urban,Jun,1,Female,Single,30,Policy Holder,Sedan - All Perils,Sedan,less than 20000,0,13,400,4,more than 30,more than 30,1,6 years,31 to 35,No,No,External,3 to 5,no change,1 vehicle,All Perils
Accura,Urban,Jul,2,Male,Single,26,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,13,400,3,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,none,no change,1 vehicle,Liability
Chevrolet,Urban,Jul,3,Male,Married,36,Policy Holder,Utility - All Perils,Utility,more than 69000,0,1,400,1,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,1 to 2,no change,1 vehicle,All Perils
Toyota,Urban,Jul,1,Male,Single,18,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,16,400,4,more than 30,more than 30,1,2 years,21 to 25,No,No,External,3 to 5,no change,1 vehicle,Collision
Toyota,Urban,Jun,5,Male,Single,35,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,9,400,1,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,none,no change,1 vehicle,Liability
Mazda,Urban,Jun,5,Male,Single,32,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,12,400,4,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,none,no change,1 vehicle,Collision
Pontiac,Urban,Oct,3,Male,Married,69,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,0,14,400,4,more than 30,more than 30,1,more than 7,over 65,No,No,External,more than 5,no change,1 vehicle,All Perils
Chevrolet,Urban,Nov,1,Male,Single,29,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,3,400,4,more than 30,more than 30,none,6 years,31 to 35,No,No,External,none,no change,1 vehicle,Collision
Pontiac,Rural,Oct,3,Male,Married,41,Policy Holder,Sedan - All Perils,Sedan,more than 69000,0,4,400,2,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,none,no change,1 vehicle,All Perils
Chevrolet,Urban,Mar,3,Male,Married,61,Policy Holder,Utility - All Perils,Utility,more than 69000,0,3,400,2,more than 30,more than 30,none,more than 7,51 to 65,No,No,External,3 to 5,4 to 8 years,2 vehicles,All Perils
Honda,Urban,Mar,2,Male,Married,45,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,2,400,1,more than 30,more than 30,1,6 years,36 to 40,No,No,External,3 to 5,no change,1 vehicle,Collision
Pontiac,Urban,May,3,Male,Married,50,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,9,400,3,more than 30,more than 30,2 to 4,more than 7,41 to 50,No,No,External,none,no change,1 vehicle,Liability
Chevrolet,Urban,Jun,2,Male,Married,56,Policy Holder,Sedan - Liability,Sport,more than 69000,0,8,400,4,more than 30,more than 30,more than 4,7 years,51 to 65,No,No,External,more than 5,no change,1 vehicle,Liability
Chevrolet,Urban,May,5,Female,Married,34,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,2,400,3,more than 30,more than 30,none,5 years,31 to 35,No,No,External,none,no change,1 vehicle,Liability
Toyota,Urban,May,4,Female,Single,34,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,16,400,4,more than 30,more than 30,1,6 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,Liability
Toyota,Urban,Jul,1,Male,Married,76,Third Party,Sedan - All Perils,Sedan,less than 20000,0,7,400,2,more than 30,more than 30,2 to 4,more than 7,over 65,No,No,External,none,no change,1 vehicle,All Perils
Toyota,Rural,Jul,1,Male,Single,30,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,12,400,1,more than 30,more than 30,none,6 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,Collision
Pontiac,Urban,Sep,1,Male,Single,24,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,9,400,1,more than 30,more than 30,1,5 years,26 to 30,No,No,External,3 to 5,no change,1 vehicle,Collision
Mazda,Urban,Oct,2,Male,Married,32,Policy Holder,Sedan - Liability,Sport,40000 to 59000,0,14,400,1,more than 30,more than 30,more than 4,6 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,Liability
Pontiac,Urban,Sep,5,Male,Married,39,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,6,400,2,more than 30,more than 30,none,7 years,36 to 40,No,No,External,none,no change,1 vehicle,Liability
VW,Urban,Dec,4,Male,Married,48,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,0,12,400,3,more than 30,more than 30,2 to 4,more than 7,41 to 50,No,No,External,1 to 2,no change,1 vehicle,Collision
Pontiac,Urban,Mar,3,Male,Married,36,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,13,500,2,more than 30,more than 30,none,7 years,36 to 40,No,No,Internal,more than 5,2 to 3 years,3 to 4,Liability
Mazda,Urban,Nov,2,Male,Married,39,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,15,400,4,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,1 to 2,no change,1 vehicle,Collision
Honda,Urban,Oct,2,Male,Married,39,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,9,400,1,more than 30,more than 30,2 to 4,more than 7,36 to 40,No,No,External,none,1 year,1 vehicle,Collision
Mazda,Urban,Aug,3,Male,Married,42,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,11,400,3,more than 30,more than 30,more than 4,7 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,Liability
Toyota,Rural,Aug,1,Male,Married,44,Third Party,Sedan - Collision,Sedan,30000 to 39000,0,1,400,3,more than 30,more than 30,1,more than 7,36 to 40,No,No,External,more than 5,no change,1 vehicle,Collision
Honda,Urban,Jun,2,Female,Single,24,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,7,400,3,more than 30,more than 30,1,5 years,26 to 30,No,No,External,3 to 5,no change,1 vehicle,Collision
Mazda,Urban,Jul,1,Male,Married,77,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,0,4,400,3,more than 30,more than 30,2 to 4,more than 7,over 65,No,No,External,more than 5,no change,1 vehicle,All Perils
Toyota,Rural,Jun,1,Male,Married,43,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,14,400,4,more than 30,more than 30,more than 4,7 years,36 to 40,No,No,External,none,no change,1 vehicle,Liability
Mazda,Urban,Jun,2,Male,Married,33,Third Party,Sedan - All Perils,Sedan,20000 to 29000,0,3,400,4,more than 30,more than 30,1,7 years,31 to 35,No,No,External,none,no change,1 vehicle,All Perils
Toyota,Urban,May,3,Male,Single,18,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,0,7,400,3,more than 30,more than 30,none,4 years,21 to 25,No,No,External,1 to 2,4 to 8 years,2 vehicles,All Perils
Toyota,Urban,Apr,3,Male,Married,30,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,11,400,3,more than 30,more than 30,1,6 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,Liability
Pontiac,Urban,Apr,1,Male,Married,66,Policy Holder,Sedan - Liability,Sport,less than 20000,0,9,400,1,more than 30,more than 30,2 to 4,7 years,over 65,No,No,External,1 to 2,no change,1 vehicle,Liability
Honda,Urban,Mar,3,Male,Single,0,Policy Holder,Sedan - Collision,Sedan,more than 69000,1,12,400,1,more than 30,more than 30,none,new,16 to 17,No,No,External,none,no change,1 vehicle,Collision
